學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數(D),當學年度全校新生註冊率(％)E=〔(C+D)/(A-B+D)〕*100％,當學年度全校招生特色說明
113,私立,一般大學,1022,大同大學,962,0,885,17,92.13,"一、本校位居臺北市中心,校區鄰近花博公園及捷運站（民權西路、圓山及中山國小站）,生活機能完善,為理想的學習環境。二、本校秉持「培育優秀工業人才」創校初衷與「建教合一、研究發展、正誠勤儉、工業報國」的教育理念,堅持小而美、優質、精緻、跨領域的教學特色,致力於培養能解決問題的人才。本校與國內外一流企業進行密切產學交流,培育務實致用之俊才。三、本校實踐「公益興學」之創校精神,設立「公益興學獎學金」,提供每位大學部與研究所學生1.5萬獎學金/年,相當於公立大學收費。此外,亦提供高額升學獎學金之尚志獎學金最多8學期共100萬元。四、本校屢獲教育部各項競爭型計畫補助,且各系所皆通過IEET工程/設計教育認證及教育部認可機構之系所品保認證,並通過第三週期校務評鑑,展現亮眼校務發展與辦學績效。五、本校積極與國際姊妹校進行交流,推動豐富且多樣的國際工作營/講座、海外實習等活動,有效拓展學生國際視野。"
113,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4094,0,3354,110,82.40,"本校以「信義誠實」為校訓,在校歌中清楚明示：以「樂育英才、造福社會、建設國家」為創校宗旨,學術及技術並重,並以嚴謹務實之辦學態度,規劃具前瞻性之學校總體發展目標與校務發展計畫,期能充分利用資源,強化教學品質與提升研發水準。本校參考標竿學校日本立命館大學之「畢業即就業」辦學理念,培育兼具專業技能與人文素養之務實致用產業人才。為建立「產學無縫接軌」的親產學校園環境,本校配合國家產業政策,著力於產業技術之創新改良,突破技術瓶頸,以協助產業發展為使命。"
113,私立,技專校院,1024,崑山科技大學,2093,0,1296,859,73.00,"地點最優、機能完備：在大臺南城鄉交會中心,共3路公車直達,鄰大灣交流道,近臺鐵和高鐵車站。20餘頃寬闊校園,臺南地區校地最廣之科技大學。周邊有大灣、成大和南紡購物中心等商圈,生活機能完備。  實習工廠、鏈結產業：學系多元且契合政府產業策略,為建構好就業環境,特按教育部類產線工廠規範,共打造4間國家級和7間校級的「類產線工廠」,作為學生實作場域,落實跨領域的技術實作課程,提高學生就業競爭力。  接軌產業、企業最愛：近臺南科學園區和科技工業區,產業資源連結豐富,具體培育學生擁有實作能力,超過1400家企業攜手簽訂人才培育計畫；與美國、日本等國產業推動國際產學合作。逾15萬餘名校友跨足各大產業,龐大綿密的網絡團結崑山校友,成為企業最愛。  學雜費最低、獎助金豐厚：學雜費是雲嘉南地區私立科大最低,善盡社會責任；運用外部補助款設各類獎助學金,讓學生安心就學；海外實習交流或研習,可申請補助來圓夢。"
113,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,2718,0,1775,250,68.23,"本校現有日間部、進修部,設有碩士班、四年制、二年制及五專等學制,分別設置藥理、智慧生活、環境永續暨休閒等3大學院,共計24個系(含碩士班)、3個學士學位學程及9個專科。以「藥理」與「健康」為核心主軸,積極推動「藥食粧安」、「智慧健康」及「資源永續」之發展特色及育才目標,務期邁向「健康促進」為體、「健康務實」為用,以「樂活(LOHAS）創新服務」為定位的綜合型大學,重視理論與實務並重及專業技術能力之訓練,積極強化學生語文及資訊能力,拓展學生國際視野,建立多元文化之國際觀,透過與企業產學攜手及與產官學研界合作交流,提供學生優質的實習環境及就業機會。希冀培養兼具專業技能與人文素養菁英與人才,貢獻國家發展。"
113,私立,技專校院,1026,樹德科技大學,2789,0,2026,268,75.04,"本校是一所以學生為主、教學為要、實務為重、產研為本、就業實務應用為導向之科技大學；營造具備優質化、多元化、國際化、及特色化之學習環境,培育術德兼備、誠懇踏實之優秀學生,使成為業界優先選用人才。設計學院、管理學院、資訊學院、應用社會學院、通識教育學院等五大學院,著重創新實務教學,充實校內軟硬體設備；落實社會責任,實踐大學多元價值,推動跨域學習,連結在地產業與文化,實踐在地關懷；營造校園國際化學習環境,推動國際合作與移動力,提升國際聲譽；強調知識創新與國際接軌、應用實務與產業連結。優質學習環境,建構智慧校園,精進本位課程,厚實學生基礎能力,適性創新教學,提升學習成效；依據學校理念「求智、求真、求美、求善」,制定「學術、知性、快樂、希望」校訓；落實扎根教育,推動社區服務,優化學校形象；強化外語能力,增廣國際視野；建立核心專業,發展各院系特色,實務導向教學,培育實作人才。"
113,私立,一般大學,1027,慈濟學校財團法人慈濟大學,1571,1,1101,113,72.13,(1) 高等教育教學評鑑100%通過學校 (2) 全球獨創「模擬醫學人文課程」學校 (3) 多元頻繁的國際交流活動 (4) 研究品質表現佳並具學術特色的學校 (5) 全國唯一「三軌輔導」特色學校 (6) 高獎助的安心就學學校 (7) 深耕臺灣邁向國際的社會教育發展 (8) 東部志願服務典範學校 (9) 國家永永續發展獎、東部唯一綠色大學示範學校
113,私立,一般大學,1028,臺北醫學大學,1414,0,1328,196,94.66,"1.多元跨領域學程：為增進學生多元學習,發展跨領域專長,規劃數十門微學程及學分學程,修畢學程科目,可申請學程證書或學分證明書。 2.多管道見實習場所：擁有六家附屬醫院的醫學大學,包含臺北醫學大學附設醫院、萬芳醫院、雙和醫院、臺北癌症中心、新國民醫院及臺北神經醫學中心,總床數超過3,000床,已成為國內最大版圖的醫療服務教學院所之一,另與多家醫學中心結盟,具有豐沛學習環境。 3.本校與國立臺北大學、國立臺北科技大學及國立臺灣海洋大學組成「臺北聯合大學系統」。 4.另與東吳大學、文化大學、世新大學、淡江大學、銘傳大學、輔仁大學、實踐大學、大同大學、中原大學、逢甲大學,靜宜大學及東海大學組成「優久聯盟」。"
113,私立,一般大學,1029,中山醫學大學,1916,0,1783,36,93.19,"自 1960 年創校以來,中山醫學大學秉持著校訓「誠、愛、精、勤」,強調  誠實待人、愛護人群、精益求精、勤於職守。透過凝聚全校教職員生的共識,  學習標竿國際大學的教育趨勢,並結合校長的治校理念及校務發展計畫,形成  本校的校務特色：以「成為國際優質醫學大學」為願景；以「培養符合社會變  遷需求之優質健康照護人才的醫學大學」為定位；以「建構深具醫學人文與服  務胸懷,緊扣社會脈動與醫療需求」為辦學特色。"
113,私立,技專校院,1030,龍華科技大學,2452,0,2146,877,90.81,"本校自民國58年創校以來皆秉持「務實、卓越、創新」之核心理念,以「培育兼具專業技術及人文素養的博雅科技實務人才」為教育宗旨。民國90年因辦學績優成為北臺灣地區第一所私立科技大學,但仍堅持定位為「為產業培育優質實務人才、提供創新技術服務之卓越實務應用型產業大學」,以培養產業界所需之優質實務人才為主要教育目標,避免純學術化,堅持保有創校時鮮明之技職教育特色,相關績效卓越。本校亦連續5年榮獲《Cheers》雜誌評選為全國TOP 20辦學績優學校。近年來,本校整體辦學績效卓著,被教育部遴選為辦理自我評鑑之學校,108年度管理學院及各系通過華文商管學院認證（ACCSB）；109年度工程學院各系通過IEET國際技術教育／資訊教育（TAC/CAC）週期性認證；109學年度通過科大校務評鑑及人設學院各系自我評鑑。辦學績效獲教育部肯定,連續5年獲高教深耕計畫,補助金額連續5年成長。"
113,私立,技專校院,1031,輔英科技大學,3032,0,2221,101,74.11,"本校於民國47年創校,為全國第一所私立醫護類職業學校,民國91年改名為科技大學,為第一所除了護理類科之外,發展相關醫學、理工與人文的私立科技大學。為全國科技大學中唯一設有附設醫院的學校,以培育健康科技專業人才為教育目標。設有16個系所,學制涵蓋碩士班、四技、二技、五專及學士後,就學穩定率達9成以上。榮獲教育部高等教育深耕、優化技職校院實作環境、產業學院及勞動部就業學程等計畫,爭取補助金額達1億元以上。獲得5次亞洲學生交流計畫白金獎及6次日本名古屋世界青年會議白金獎。「醫護類國考證照」通過率均超過全國考照率,且護理師常年通過率達8成以上,歷年來多位學生名列全國前十名,成績顯著,如護理師、醫檢師、營養師及高考工業安全類科。「畢業生升學就業率」自106學年度起皆達9成以上。校內設置高齡全程照顧人才培育中心與老化及疾病預防研究中心及10個通過政府認證的專業技術鑑定試場。"
113,私立,技專校院,1032,明新學校財團法人明新科技大學,2613,0,1895,434,76.44,"本校以「一流產業型大學」為發展願景,依據學校各系科別專長優勢,以「智慧科技」及「智慧服務」之校務推展方向,整合區域內高科技及服務產業的機會與資源,打造親產業及產學合作之環境及氛圍,培育具備「跨域整合、務實創新、全人學習」之專業技術型人才,為本校之教育目標。本校力行技職教育的使命,配合政府「智慧國家」及「2050淨零碳排」政策目標,實現「一流產業型大學」願景,並以「發展智慧科技與智慧服務的創新生成型產業大學」為方向,擬定「產業大學城」、「產學研融合」、及「產學BOT」三大策略計劃,鎖定桃竹苗區域產業聚落,發展中小產業/企業創客中心（HC-hub）、產業園區區域電網生成（GIAC）、中小產業淨零碳排數據中心（NZCDC）之四項主軸,希冀從過去勞力密集的育成模式,轉型為符合當前智慧國家需要的技術知識密集之科技大學。"
113,私立,一般大學,1033,長榮大學,1531,0,1053,26,69.30,"長榮大學之擘劃設立,乃沿襲臺灣基督長老教會之歷史傳統暨文化特色,承續英國宣教師敬虔上主、啟迪智慧,渡台興學傳道之精神,竭志弘揚真道,恪遵　基督耶穌公義、博愛、救世愛人之教訓,崇尚民主自由學風,恢宏創意思考,拓展國際視野,致力全人永續教育,美化身、心、靈,肯定生命尊嚴與價值。教育宗旨：長榮大學之創設,秉持基督耶穌救世愛人之精神,旨在造就負有「虔誠、勤奮、榮譽、服務」之博學宏才,胸懷國家、貢獻社會、服務人群,務期實踐辦學之異象與使命。教育目標：建立自由、民主、多元、開放學風的校園,揭櫫「終身教育」的理念,培育能學問思辨、適應創新、卓越領導、前瞻宏觀,期使他們成為兼具博愛、公義、服務與奉獻精神之高級知識份子和現代化公民。"
113,私立,技專校院,1034,弘光科技大學,3393,0,2840,188,84.56,"本校秉持「以人為本、關懷生命」的辦學理念,招生系所科有：護理系所(含博士班)、護理科、學士後護理系、物治系、營養系所、生科系所、動保系(含學士學位學程)、語聽系、老福系所、健管系所、食科系所、餐旅系、妝品系所、美髮系、幼保系、文創系、運休系、溝通英語系、多遊系、環安系所、醫工系及智科系。本校辦學績效深獲肯定,108-111年度共獲教育部高等教育深耕計畫經費補助達4億7,016萬元(108年度1億1,300萬元、109年度1億1,847萬元、110年度1億1,902萬元、111年度1億1,967萬元)。108學年度科技大學評鑑結果,全數獲得通過。108學年自辦品保認定審查結果,15個受評系所全數「認定」,是國內技職校院第一所獲此佳績的學校。本校現階段以提升畢業生多元競爭力、擴增產學創新研發能量、加強社會參與善盡社會責任為目標,朝向「健康與民生領域的頂尖科技大學」之願景邁進。"
113,私立,一般大學,1035,中國醫藥大學,1721,2,1614,147,94.37,"大學部招生特色說明：  一、本校屬醫藥類大學,以校訓「仁慎勤廉」為培育人才之最高原則,培養兼具科學能力及人文關懷素養之醫事人才。  二、配合多元入學之機制,落實公平公正,平衡城鄉及適性選才。  三、順應AI時代趨勢,於111學年度新設醫學工程學系,113學年度新設醫療資訊學系。  四、促進各系發展自我特色,並滾動式加強專業課程,以符合各職場類別需求。  五、保障弱勢學生教育機會。  研究所招生特色說明：  一、彈性招生：每位考生可跨院報名3個系所,提供學生多元選擇興趣及研修領域。  二、鼓勵優秀大學部學生上修碩士班課程,於正式進入碩士班後,可抵免部份課程學分,縮短修業年限。  三、逕讀博士班：  (一)以學生正向學習態度為口試甄選之要項   (二)鼓勵本校優秀學生逕讀博士學位,縮短修業年限。  四、提供優秀研究生入學獎勵及各項獎助學金,吸引優秀學生就讀。"
113,私立,技專校院,1036,健行學校財團法人健行科技大學,2766,0,2031,0,73.43,"1.重視品德與人格教育：本校校訓「好學有禮」致力於營造「有禮」的校園氛圍,透過身教和環境教育,培養學生的職場倫理與良好工作態度。  2.專業與實務結合課程：課程設計連接教育部 UCAN 專業職能需求,鼓勵學生依興趣選修學程及考取證照,並透過校外實習將理論付諸實踐,提升職場競爭力。  3.外語學習及國際交流：招收境外學生和開設多語課程,營造本國生與國際生的交流環境,培養理解與尊重的國際視野。  4. 團隊合作與同儕學習：鼓勵學生積極參與社團活動,並透過推動 UBA 籃球運動,幫助學生養成規律運動的習慣。以此培養團隊合作精神,建立良好的同儕學習關係,促進人際互動網絡的發展。"
113,私立,技專校院,1037,正修學校財團法人正修科技大學,4955,1,3703,336,76.35,"1. 教學品質保證：蟬聯最佳科大,連續榮獲教學卓越大學獎勵及典範科技大學計畫,教育部113年『高等教育深耕計畫』更為全國私立科大第一。   2. 學制設置完整：設立博、碩士班、日四技、二技、五專,進修部四技、二技、二專、產學攜手等實務導向專班,提供升學與進修機會。  3. 招生管道多元：提供日四技普高申請入學、特殊選材、繁星計畫、運動單招、技優甄審、甄選入學、聯合登記分發、日四技獨招及進修學制四技、二技、二專獨招等多元入學。  4. 落實技職特色：連續28年獲頒產學合作績優獎,全校計有17職類29職級技術士檢定場地,包括4個甲級場地,為各級學校之冠；另每年邀請近千位產業界專業人士協同授課與產業實質接軌。  5. 優渥獎助學金：訂定四技新生各管道及離島生等入學獎勵辦法,入學後提供各類獎、助學金及工讀機會,並規劃弱勢助學及急難救助金,輔助經濟與文化不利學生。"
113,私立,技專校院,1038,萬能學校財團法人萬能科技大學,2448,12,1911,462,81.88,"1.航空城大學全國唯一：離桃園機場最近的科大,享有航空產業合作資源。2.億元獎助學金北臺灣之冠：近7年獎助學金總額達8億元。3. 全國技能競賽冠軍五連霸：109至113年全國技能競賽勇奪18金10銀15銅,金牌總數與總獎牌數(共計103座獎牌)蟬聯全國第一。4.電競專班全國冠軍：113年第6屆大專盃,榮獲傳說對決冠軍。5.校園優美：河濱大道與五星級宿舍,師生生活學習空間,北部科大首屈一指。6.高教深耕教學卓越重點大學：教育部肯定整體發展績優科大。7.實習就業全國第一：大四全面實習,就業率全國名列前茅。8.國家檢定考場全國第一：勞動部肯定國家級考場數量與設備全國之冠,協辦13職類技能檢定。9.航空餐旅全國私立科大最大：觀管學院人數達5000人,跨2種以上專業領域學習,提昇國際就業競爭力。10.交通便捷生活機能完備：鄰青埔高鐵特區,三鐵與機場便利交通網,中壢車站每十分鐘發車到校內。"
113,私立,一般大學,1039,玄奘大學,568,0,294,92,58.48,"玄奘大學是由佛教界集資興建的高等教育學府,民國86年3月25日奉教育部核准成立,並於86學年度開始招生。93學年度獲教育部正式核定升格大學,配合增設系所及學院系所調整,分別設立社會科學院、傳播學院、國際餐旅暨管理學院及設計學院,建構完整的大學學院組織架構。本校獲得教育部教學卓越計畫補助,在大學校務評鑑,獲高等教育評鑑中心五個項目全數認可通過,未來將持續深耕成為教學卓越大學。本校的設校宗旨為：研究學術、培育人才、傳  授知識,並以正知正見闡揚真理,淨化人心,服務社會,促進國家發展。為德業陶冶、悲智本懷、勤奮自發、堅毅自強等精神,訂定德智勤毅為校訓。因此,本校秉持效法玄奘堅毅精神,開創承先啟後的生命無限價值；透過全人教育,以期能透過專業學院一通識教育,由專業發展、個人自主、社會關懷、職涯發展幾個面向,培育兼具專業職能,自主與務實、人文與社會關懷,多元文化視野的玄奘人。"
113,私立,技專校院,1040,建國科技大學,1382,0,697,225,57.37,"1.教室、實驗室、辦公室、學生宿舍全面空調化,圖書館資訊化。  2.工程學院全面通過技術教育認證(TAC)。  3.與上銀科技、漢翔航空、鴻海科技、寶成工業、健椿工業、全興工業、九族文化村、宏全國際、統一渡假村、福泰商務飯店、永豐棧酒店、曼都國際、媚登峰國際、泰金寶科技（海外）公司等數十餘所大型企業簽訂產學合作,提供學生實習及就業機會。  4.重視創新研發與產學合作,協助中部地區中小企業之創新研發,提升企業競爭力。  5.訂有學生基本能力畢業門檻及相關輔導措施,鼓勵學生參加海外實習提升學生之國際就業競爭力。  6.與國內67所高中職結合成策略聯盟合作關係,共享教育資源。  7.重視大學國際化與15個國家216所大學簽訂合作協議。  8.訂定以AI為核心,推動健康、綠能、智動化,並融入教學成為特色。"
113,私立,技專校院,1041,明志科技大學,1030,4,1009,91,98.48,"本校設有工程學院（機械工程系、電機工程系、電子工程系）、環境資源學院（化學工程系、材料工程系、環境與安全衛生工程系、環資跨領域實務菁英班、半導體材料與製程學士學位學程）、管理暨設計學院（工業工程與管理系、經營管理系、工業設計系、視覺傳達設計系、數位行銷設計學士學位學程/實務專班）、不分院(工業人工智慧學士學位學程),化工系另設生化工程碩士班,並設立能源電池科技博士學位學程、生醫暨醫材研發國際博士學位學程與電漿與薄膜工程國際博士學位學程。本校綠地廣闊、景緻優美、讀書風氣盛,實施全薪專業工讀實習制度,與約150家中大型企業合作,大三學生均在國內外企業實習一年,畢業即就業。秉承創辦人王永慶先生、王永在先生辦最好大學理念,自創校起即以著重勤勞樸實態度養成,實施全體住校、書院輔導、工讀實務實習等制度,加強專業知能培訓、充實通識教育及服務學習涵養,推動身心靈均衡的全人教育,培養畢業生成為產業最愛人才。"
113,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,639,4,321,223,63.40,"臺鋼科技大學是全國唯一座落在「科學園區」內的國際型科大,為學生HOLD住國際級大廠的就業機會；配合政府新南向政策,開設產學合作國際專班,招收來自印尼.越南.菲律賓及柬埔寨等多國優質學生,連結海外實習達成國際產學合作雙贏的局面,是一所優質的「國際型科技大學」；積極推動學生前往日本、美國、加拿大、新加坡等地海外實習,培養學生的跨文化溝通能力並拓展國際視野,使學生在就學期間就已經寫下人生第一張黃金履歷表；首創「一生六師」(班級導師、業界導師、課程教師、課程業師、職涯導師與實習場域導師),與產業界一同培訓每一位在校同學；積極推動三創（創意、創新、創業）教育,也鼓勵師生投入專利發明,亮眼成果高度表現在國際發明與設計競賽；累計獲超過740面國際發明與設計競賽獎牌；國內外競賽共獲1472件獎項,榮獲德國紅點、IF、美國IDEA設計大賽大獎,成果獲國內外肯定；另設有卓越園區提供多元教學實習場域及交流園地。"
113,私立,技專校院,1043,大仁科技大學,1768,0,1307,51,74.66,"本校以藥學起家,創校至今已逾半世紀,系所專業類別多元化,共設有藥學暨健康、休閒暨餐旅、人文暨資訊等三個學院,包含5個研究所及13個系所（含學位學程）。因應高齡社會之潮流發展,依據本校「藥護智慧健康產業創新應用科技大學」之定位,開展智能藥學應用於教學與研究,整合護理、社工與長照等相關系所,聚焦「健康促進、關懷服務」,實踐「智慧藥護跨域長照人才培育中心」的目標。為符合技專院校辦學之精神,各系均建置與時俱進的專業實作設備,並邀集專菁業師協同教學,且安排企業參訪等,為學生臨床實習與後續就業預先啟航；此外每年均開辦各類就業學程、產業學院課程及協助進行微型創業,加上融滲服務學習的通識教育,學生們更具在地關懷之人文素養,而在國際觀方面,學生亦可參與常態性的海外實習、國際志工及參與國際發明展等活動,藉以提升國際視野；本校始終以學生為本,力促學生就業競爭力,由學習、實習、就業至創業之辦學一條龍,畢業即就業。"
113,私立,技專校院,1044,聖約翰科技大學,180,1,111,2,62.43,"本校提供多元的入學管道,設有【智慧科技學院】、【商管學院】、【樂活設計學院】共3學院、5系、1研究所。招生學制計有日四技、進二技、進二專、碩士在職專班,培育德才兼備,具創意思考、學用合一及務實致用、整合與實作能力的人才。"
113,私立,技專校院,1045,嶺東科技大學,2714,0,2258,26,83.36,"本校自創校之初,即以「學以致用、誠以待人」為校訓,原以培育會計人才為辦學目標,並積極培育各領域產業發展所需的中高級商管專業人才,其後在臺灣由代工生產轉型發展下,成為商管及資訊並重的技術學院；近年則配合全球文創風潮大興,擴大培育追求創意設計與生活美學的設計、時尚與民生領域人才。辦學目標秉持穩健發展,衡酌國際潮流及高教發展趨勢,在校務發展的整體方針上,以「專業優質、穩健成長、精緻規劃、特色創新」為辦學理念,以培育具有全人素養、專業知能、資訊運用及國際視野的優質人才為教育目標,更以「1.永續經營發展,實踐社會責任；2.精進教學品質,推展教學創新；3.厚植全人素養,優化友善校園；4.深耕專業職能,提升產學價值及5.優化移動能力,拓展國際視野」五大發展方針,期許成為一所「教學卓越的專業應用型大學」,並朝向「臺灣技職教育特色學府」的發展願景邁進。"
113,私立,技專校院,1046,中國科技大學,1946,0,1182,175,63.98,"卓越教學豐碩：107-113年獲教育部補助共5億1,210萬元。企業捐資助學：研揚科技捐資1億元,信義企業集團捐資4,273萬元。產學創新績優：與382家企業夥伴簽約。競賽成果：2024年22座德國紅點設計獎,其中2件獲得Best of Bes)；2024巴黎DNA設計獎4項WINNER及7項 Honorable Mention；2024釜山國際設計大獎賽1銅、3項WINNER及3項 Idea 獎；2024教育部全國技專校院學生實務專題1金、2銀、1銅；2024年芬蘭Arch Design Award三項金獎；2024米蘭設計大獎室內設計類金獎。專業特色--規設院：規劃設計到智慧營建、數位影音到虛實擬真、技術專精到多元專長。管院：培育有效服務溝通、智慧化服務管理、參與企業組織永續發展的管理應用人才。資院：App安全檢測與開發、大數據智慧商務、智慧物聯網應用、生成式AI實務應用。"
113,私立,技專校院,1047,中臺科技大學,2470,0,1828,16,74.18,"目前本校教學單位設有健康科學院、護理學院、人文及管理學院等三學院、15系（內含7系所合一碩士班及1博士班)、2獨立研究所與1碩士學位學程,以培育技術專業與人文關懷兼備之大健康產業優秀人才。此外本校亦開放多元學制與上課時間,提供高中職以上成人學習與在職進修,進修部上課時間多元,方便在職人士進修,務使社會青壯年能兼具經歷與學歷,成為社會中堅主力。於民國77年奉准成立夜間部醫務管理科後,陸續增設二年制夜間部護理科、醫事技術科、食品衛生科、放射技術科、幼兒保育科及資訊管理科,成為社會人士及產業員工繼續教育之重要管道。107年因組織再造,將日間部與進修部進行整併成為日進合一,並於教務處下設進修組統籌進修部業務;目前有12個系設有四技進修部,4個系設有二技進修部及4個在職專班研究所。https://oaic.ctust.edu.tw/"
113,私立,一般大學,1048,亞洲大學,3013,0,2730,108,90.93,"亞洲大學是一個前瞻,有遠見且快速成長的學校。創校四年即改制為亞洲大學,我們有新穎的教學設備與完善的學  生宿舍,不同性質的社團,豐富您的大學生活,達到身、心、靈的健康發展。除了注重專業知識的教導,我們也  重視人文素養及推動品德教育的提升,積極打造「人文特色和典雅藝術的花園大學」,例如：羅馬競技場外觀的  室內體育館、仿歐洲古宮殿外貌的行政大樓及圖書館,校園綠意盎然,襯托大小荷花池和太極湖,荷香凌波,桃李成蹊,校園處處有世界名家之藝術真品。亞洲大學附屬醫院也於105年8月1日起營運,秉持「救急、救心、救腦、救命」使命,照護臺中、南投、彰化等鄰近百萬民眾身體健康,並可提供亞大學生最近、最完善的實習場域,達到「專業、實習、就業」一條龍培訓,極受學生和家長喜愛。"
113,私立,一般大學,1049,開南大學,1585,0,1158,603,80.48,"開南大學設有六大學院,包括商學院、觀光運輸學院、資訊學院、人文社會學院、健康照護管理學院及法律學院,並提供跨領域的AI科技與創新設計學程。學校位於國際機場附近,擁有地理優勢,專注培育觀光餐旅、物流及空運人才,並因應數位時代的來臨,發展AI、資訊管理及數位媒體等專業人才。    學校設有元宇宙專業教室、大數據生活智慧館、4K影視後製中心等現代化設施,提升師生在E世代的競爭力。此外,開南大學強調國際化,商學院推出全英語的國際榮譽學程,並營造英語學習環境,致力於培育全球視野的學生。    為迎合企業對AI技術的需求,學校採取與麻省理工學院相似的教學模式,將AI技術融入不同學科,鼓勵學生創新,培養智慧科技的專業核心能力。學校師資優良,博士級師資比率達九成,並提供新生獎助學金及學業獎學金,支持優秀學子的發展。"
113,私立,一般大學,1050,佛光大學,1000,0,641,39,65.45,"本校位於宜蘭縣礁溪鄉,自民國82年開始籌設,歷經7年的環境影響評估及校區雜項工程施工,投入10餘億資金及無數人力物力,於89年7月正式招生。本校係一所社會性、綜合性的大學,不僅重視學生的專業能力,更在乎全人的發展。開辦之初,先獲准招收研究所,後再陸續開設學士班,其目的是以「碩、博士班」為基石,穩固教師質量及教學品質,並以研究所的先修理念規劃學士班的課程,期許同學可以具備成熟的人格特質和基本的學術研究能力。本校現有6個學院、19系所,學制含括學士班、學士學位學程、碩士班、碩士在職專班及博士班,本校除榮獲教育部高教深耕計畫、112年度下半年第三週期大學校院校務評鑑全數通過,並以發展精緻教學型大學為目標,積極鼓勵教師精進研究、激勵學生學習動機及提升學習成效、促進生涯與職涯發展,同時提升研究特色品質與增強國際化程度,以追求永續發展邁向卓越。"
113,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2768,0,2020,55,73.50,"1.重大建設：2121年10月竣工啟用的中央文創工場,提供學子更完善的教學實作空間。  2.教學卓越：2018-2024年獲教育部高教深耕計畫,補助3億1千5百多萬元。  3.文創領航：以文化創意融入教學,學風自由活潑,重視創意發想。  4.多元價值：德、智、體、群、美、技六育並重,培養體魄品德。  5.務實致用：強調實務學習,就業導向教學,與職場工作無縫接軌。  6.國際視野：營造國際化學習環境,促進學生國際交流,提升學生國際移動力。"
113,私立,技專校院,1052,中信金學校財團法人中信科技大學,796,0,575,4,72.38,"本校於民國89年開始進行創造力教育,並以創意實踐(I：Innovation)、人格教育(D：Discipline)、卓越教學(E：Excellence Teaching)、產學聯盟(A：Alliance)與關懷學生(L：Love)之IDEAL100為本校發展理念。檢視過去幾十年來執行成效,不論是在各種制度建置、教學環境改善、學生學習成效改善、學生就業能力提升等方面,皆有大幅的進步。其中,在創意教學部分：培養學生「想得到」能力,師生專利申請件數已超過5,175件,連續18年全國大學第一。在創新研發部分：培養學生「做得出」能力,國際發明展獲獎獎牌已超過680面,其中金牌超過230面,全國大學第一。在創業育成部分：培養學生產品「賣得掉」能力,創業競賽名揚國際。綜上所述,本校已儼然成為國內三創教育的標竿大學。"
113,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,1519,0,765,146,54.71,"元培醫事科技大學發展定位為醫護健康人才培育基地,以「創新、整合、智慧」的執行策略達成「人才培育基地」、「教學創新卓越」、「大學永續發展」、「醫事健康專業」的目標,並以「醫護」、「健康」、「福祉產業」三學院孕育具備專業人才,並推動產學經營,進而與社區、社會及產業脈動緊密結合之大學。本校在企業最愛大學中名列前茅,為學生提供就業所需的學習和準備,除專業訓練外更安排學生至國內外各大醫院及業界實習與見習。策略聯盟及產學合作廠商超過500家,是全國與生醫相關企業簽約最多的學校,更是全國承辦/協辦最多地方政府健康城市及食安五環的科技大學；同時為中北八縣市唯一醫護健康專業學校；並擁有全國唯一勞動部設立醫護職涯體驗中心；影像醫學博物館；本校畢業生平均薪資高於全國平均、找到第一份工作所需花費的時間更少於全國平均,更是企業最愛、本職在職率最高及高薪就業率高之學校。"
113,私立,技專校院,1054,景文科技大學,1275,0,915,246,76.33,"1.114學年度本校日間部四技招生為9學系、7組,三個學院1.觀光餐旅學院2.資訊科技與管理學院3.人文暨設計學院。 2.本校注重產學雙向交流,推動學生校外實習與海外實習,迄今與20國161校(單位)海外合作學校簽訂合約,每年均獲教育部學海築夢計畫補助。為培養學生具就業競爭力,大一至大四規劃一系列輔導課程與活動,以達畢業即就業之辦學宗旨。 3.建構外語教學環境強化學生外語能力,推動國際交流與師生互訪。 4.本校教師多具實務經驗,符合科技大學教育政策。 5.本校日間部學雜費屬國內私立科技大學中收費最低者,在公益董事會督導下一切學校收入用在教學研究。 6.1111人力銀行：2024年企業最愛大學【北北基私立第二/全國第六】,企業最愛休憩與運動學群【全國第三】。7.交通便利,安坑輕軌【K5景文科大站】直達本校。"
